implementation,solver,problem,num_txn,num_keys,num_values,synth_time_ms,check_time_ms,total_time_ms,initial_synth_clauses,total_synth_clauses,outcome,candidates,runId,endTime
all,GLUCOSE,SI_ax_b UpdateSer__b	Ser_ax_c,5,4,5,33,6,42,67209,70378,SAT,4,30/03/2026 05:34:41,30/03/2026 05:35:08
all,GLUCOSE,SI_ax_b UpdateSer__b	Ser_ax_c,5,4,5,34,6,44,67209,70378,SAT,4,30/03/2026 05:34:41,30/03/2026 05:35:08
all,GLUCOSE,SI_ax_b UpdateSer__b	Ser_ax_c,5,4,5,32,6,43,67209,70378,SAT,4,30/03/2026 05:34:41,30/03/2026 05:35:08
all,GLUCOSE,SI_ax_b UpdateSer__b	Ser_ax_c,5,5,5,47,9,62,94557,100176,SAT,6,30/03/2026 05:34:41,30/03/2026 05:35:08
all,GLUCOSE,SI_ax_b UpdateSer__b	Ser_ax_c,5,5,5,49,9,63,94557,100176,SAT,6,30/03/2026 05:34:41,30/03/2026 05:35:08
all,GLUCOSE,SI_ax_b UpdateSer__b	Ser_ax_c,5,5,5,48,9,62,94557,100176,SAT,6,30/03/2026 05:34:41,30/03/2026 05:35:08
all,GLUCOSE,SI_ax_b UpdateSer__b	Ser_ax_c,5,6,5,74,7,86,126405,132881,SAT,6,30/03/2026 05:34:41,30/03/2026 05:35:09
all,GLUCOSE,SI_ax_b UpdateSer__b	Ser_ax_c,5,6,5,74,7,86,126405,132881,SAT,6,30/03/2026 05:34:41,30/03/2026 05:35:09
all,GLUCOSE,SI_ax_b UpdateSer__b	Ser_ax_c,5,6,5,74,7,85,126405,132881,SAT,6,30/03/2026 05:34:41,30/03/2026 05:35:09
all,GLUCOSE,SI_ax_b UpdateSer__b	Ser_ax_c,5,7,5,112,7,125,162753,171087,SAT,6,30/03/2026 05:34:41,30/03/2026 05:35:09
all,GLUCOSE,SI_ax_b UpdateSer__b	Ser_ax_c,5,7,5,103,7,116,162753,171087,SAT,6,30/03/2026 05:34:41,30/03/2026 05:35:09
all,GLUCOSE,SI_ax_b UpdateSer__b	Ser_ax_c,5,7,5,103,7,115,162753,171087,SAT,6,30/03/2026 05:34:41,30/03/2026 05:35:09
all,GLUCOSE,SI_ax_b UpdateSer__b	Ser_ax_c,5,8,5,159,9,176,203601,214601,SAT,9,30/03/2026 05:34:41,30/03/2026 05:35:09
all,GLUCOSE,SI_ax_b UpdateSer__b	Ser_ax_c,5,8,5,154,10,173,203601,214601,SAT,9,30/03/2026 05:34:41,30/03/2026 05:35:09
all,GLUCOSE,SI_ax_b UpdateSer__b	Ser_ax_c,5,8,5,154,9,173,203601,214601,SAT,9,30/03/2026 05:34:41,30/03/2026 05:35:10
all,GLUCOSE,SI_ax_b UpdateSer__b	Ser_ax_c,5,9,5,155,7,169,248949,259649,SAT,7,30/03/2026 05:34:41,30/03/2026 05:35:10
all,GLUCOSE,SI_ax_b UpdateSer__b	Ser_ax_c,5,9,5,164,7,178,248949,259649,SAT,7,30/03/2026 05:34:41,30/03/2026 05:35:10
all,GLUCOSE,SI_ax_b UpdateSer__b	Ser_ax_c,5,9,5,158,7,171,248949,259649,SAT,7,30/03/2026 05:34:41,30/03/2026 05:35:10
all,GLUCOSE,SI_ax_b UpdateSer__b	Ser_ax_c,5,10,5,222,14,249,298797,318347,SAT,12,30/03/2026 05:34:41,30/03/2026 05:35:10
all,GLUCOSE,SI_ax_b UpdateSer__b	Ser_ax_c,5,10,5,219,14,245,298797,318347,SAT,12,30/03/2026 05:34:41,30/03/2026 05:35:11
all,GLUCOSE,SI_ax_b UpdateSer__b	Ser_ax_c,5,10,5,219,14,249,298797,318347,SAT,12,30/03/2026 05:34:41,30/03/2026 05:35:11
all,GLUCOSE,CC_ax_b	RA_ax_b,5,3,5,7,0,7,9855,9855,UNSAT,0,30/03/2026 05:34:41,30/03/2026 05:35:11
all,GLUCOSE,CC_ax_b	RA_ax_b,5,3,5,4,0,4,9855,9855,UNSAT,0,30/03/2026 05:34:41,30/03/2026 05:35:11
all,GLUCOSE,CC_ax_b	RA_ax_b,5,3,5,4,0,4,9855,9855,UNSAT,0,30/03/2026 05:34:41,30/03/2026 05:35:11
all,GLUCOSE,CC_ax_b	RA_ax_b,5,4,5,6,0,6,11601,11601,UNSAT,0,30/03/2026 05:34:41,30/03/2026 05:35:11
all,GLUCOSE,CC_ax_b	RA_ax_b,5,4,5,6,0,6,11601,11601,UNSAT,0,30/03/2026 05:34:41,30/03/2026 05:35:11
all,GLUCOSE,CC_ax_b	RA_ax_b,5,4,5,6,0,6,11601,11601,UNSAT,0,30/03/2026 05:34:41,30/03/2026 05:35:11
all,GLUCOSE,CC_ax_b	RA_ax_b,5,5,5,7,0,7,14067,14067,UNSAT,0,30/03/2026 05:34:41,30/03/2026 05:35:11
all,GLUCOSE,CC_ax_b	RA_ax_b,5,5,5,7,0,7,14067,14067,UNSAT,0,30/03/2026 05:34:41,30/03/2026 05:35:11
all,GLUCOSE,CC_ax_b	RA_ax_b,5,5,5,8,0,8,14067,14067,UNSAT,0,30/03/2026 05:34:41,30/03/2026 05:35:11
all,GLUCOSE,CC_ax_b	RA_ax_b,5,6,5,9,0,9,16533,16533,UNSAT,0,30/03/2026 05:34:41,30/03/2026 05:35:11
all,GLUCOSE,CC_ax_b	RA_ax_b,5,6,5,9,0,9,16533,16533,UNSAT,0,30/03/2026 05:34:41,30/03/2026 05:35:11
all,GLUCOSE,CC_ax_b	RA_ax_b,5,6,5,9,0,9,16533,16533,UNSAT,0,30/03/2026 05:34:41,30/03/2026 05:35:11
all,GLUCOSE,CC_ax_b	RA_ax_b,5,7,5,10,0,10,18999,18999,UNSAT,0,30/03/2026 05:34:41,30/03/2026 05:35:11
all,GLUCOSE,CC_ax_b	RA_ax_b,5,7,5,10,0,10,18999,18999,UNSAT,0,30/03/2026 05:34:41,30/03/2026 05:35:11
all,GLUCOSE,CC_ax_b	RA_ax_b,5,7,5,10,0,10,18999,18999,UNSAT,0,30/03/2026 05:34:41,30/03/2026 05:35:11
all,GLUCOSE,CC_ax_b	RA_ax_b,5,8,5,13,0,13,21465,21465,UNSAT,0,30/03/2026 05:34:41,30/03/2026 05:35:11
all,GLUCOSE,CC_ax_b	RA_ax_b,5,8,5,11,0,11,21465,21465,UNSAT,0,30/03/2026 05:34:41,30/03/2026 05:35:11
all,GLUCOSE,CC_ax_b	RA_ax_b,5,8,5,17,0,17,21465,21465,UNSAT,0,30/03/2026 05:34:41,30/03/2026 05:35:11
all,GLUCOSE,CC_ax_b	RA_ax_b,5,9,5,14,0,14,23941,23941,UNSAT,0,30/03/2026 05:34:41,30/03/2026 05:35:11
all,GLUCOSE,CC_ax_b	RA_ax_b,5,9,5,14,0,14,23941,23941,UNSAT,0,30/03/2026 05:34:41,30/03/2026 05:35:11
all,GLUCOSE,CC_ax_b	RA_ax_b,5,9,5,14,0,14,23941,23941,UNSAT,0,30/03/2026 05:34:41,30/03/2026 05:35:11
all,GLUCOSE,CC_ax_b	RA_ax_b,5,10,5,15,0,15,26408,26408,UNSAT,0,30/03/2026 05:34:41,30/03/2026 05:35:11
all,GLUCOSE,CC_ax_b	RA_ax_b,5,10,5,15,0,15,26408,26408,UNSAT,0,30/03/2026 05:34:41,30/03/2026 05:35:11
all,GLUCOSE,CC_ax_b	RA_ax_b,5,10,5,15,0,15,26408,26408,UNSAT,0,30/03/2026 05:34:41,30/03/2026 05:35:11
all,GLUCOSE,CC_ax_c	RA_ax_c,5,3,5,1,0,1,0,0,UNSAT,0,30/03/2026 05:34:41,30/03/2026 05:35:11
all,GLUCOSE,CC_ax_c	RA_ax_c,5,3,5,1,0,1,0,0,UNSAT,0,30/03/2026 05:34:41,30/03/2026 05:35:11
all,GLUCOSE,CC_ax_c	RA_ax_c,5,3,5,1,0,1,0,0,UNSAT,0,30/03/2026 05:34:41,30/03/2026 05:35:11
all,GLUCOSE,CC_ax_c	RA_ax_c,5,4,5,1,0,1,0,0,UNSAT,0,30/03/2026 05:34:41,30/03/2026 05:35:11
all,GLUCOSE,CC_ax_c	RA_ax_c,5,4,5,1,0,1,0,0,UNSAT,0,30/03/2026 05:34:41,30/03/2026 05:35:11
all,GLUCOSE,CC_ax_c	RA_ax_c,5,4,5,1,0,1,0,0,UNSAT,0,30/03/2026 05:34:41,30/03/2026 05:35:11
all,GLUCOSE,CC_ax_c	RA_ax_c,5,5,5,1,0,1,0,0,UNSAT,0,30/03/2026 05:34:41,30/03/2026 05:35:11
all,GLUCOSE,CC_ax_c	RA_ax_c,5,5,5,3,0,3,0,0,UNSAT,0,30/03/2026 05:34:41,30/03/2026 05:35:11
all,GLUCOSE,CC_ax_c	RA_ax_c,5,5,5,2,0,2,0,0,UNSAT,0,30/03/2026 05:34:41,30/03/2026 05:35:11
all,GLUCOSE,CC_ax_c	RA_ax_c,5,6,5,2,0,2,0,0,UNSAT,0,30/03/2026 05:34:41,30/03/2026 05:35:11
all,GLUCOSE,CC_ax_c	RA_ax_c,5,6,5,2,0,2,0,0,UNSAT,0,30/03/2026 05:34:41,30/03/2026 05:35:11
all,GLUCOSE,CC_ax_c	RA_ax_c,5,6,5,2,0,2,0,0,UNSAT,0,30/03/2026 05:34:41,30/03/2026 05:35:11
all,GLUCOSE,CC_ax_c	RA_ax_c,5,7,5,2,0,2,0,0,UNSAT,0,30/03/2026 05:34:41,30/03/2026 05:35:11
all,GLUCOSE,CC_ax_c	RA_ax_c,5,7,5,2,0,2,0,0,UNSAT,0,30/03/2026 05:34:41,30/03/2026 05:35:11
all,GLUCOSE,CC_ax_c	RA_ax_c,5,7,5,2,0,2,0,0,UNSAT,0,30/03/2026 05:34:41,30/03/2026 05:35:11
all,GLUCOSE,CC_ax_c	RA_ax_c,5,8,5,2,0,2,0,0,UNSAT,0,30/03/2026 05:34:41,30/03/2026 05:35:11
all,GLUCOSE,CC_ax_c	RA_ax_c,5,8,5,2,0,2,0,0,UNSAT,0,30/03/2026 05:34:41,30/03/2026 05:35:11
all,GLUCOSE,CC_ax_c	RA_ax_c,5,8,5,3,0,3,0,0,UNSAT,0,30/03/2026 05:34:41,30/03/2026 05:35:11
all,GLUCOSE,CC_ax_c	RA_ax_c,5,9,5,3,0,3,0,0,UNSAT,0,30/03/2026 05:34:41,30/03/2026 05:35:11
all,GLUCOSE,CC_ax_c	RA_ax_c,5,9,5,3,0,3,0,0,UNSAT,0,30/03/2026 05:34:41,30/03/2026 05:35:11
all,GLUCOSE,CC_ax_c	RA_ax_c,5,9,5,3,0,3,0,0,UNSAT,0,30/03/2026 05:34:41,30/03/2026 05:35:11
all,GLUCOSE,CC_ax_c	RA_ax_c,5,10,5,3,0,3,0,0,UNSAT,0,30/03/2026 05:34:41,30/03/2026 05:35:11
all,GLUCOSE,CC_ax_c	RA_ax_c,5,10,5,3,0,3,0,0,UNSAT,0,30/03/2026 05:34:41,30/03/2026 05:35:11
all,GLUCOSE,CC_ax_c	RA_ax_c,5,10,5,4,0,4,0,0,UNSAT,0,30/03/2026 05:34:41,30/03/2026 05:35:11
all,GLUCOSE,PC_ax_b	CC_ax_b,5,3,5,5,0,5,10755,10755,UNSAT,0,30/03/2026 05:34:41,30/03/2026 05:35:11
all,GLUCOSE,PC_ax_b	CC_ax_b,5,3,5,5,0,5,10755,10755,UNSAT,0,30/03/2026 05:34:41,30/03/2026 05:35:11
all,GLUCOSE,PC_ax_b	CC_ax_b,5,3,5,5,0,5,10755,10755,UNSAT,0,30/03/2026 05:34:41,30/03/2026 05:35:11
all,GLUCOSE,PC_ax_b	CC_ax_b,5,4,5,6,0,6,12751,12751,UNSAT,0,30/03/2026 05:34:41,30/03/2026 05:35:11
all,GLUCOSE,PC_ax_b	CC_ax_b,5,4,5,6,0,6,12751,12751,UNSAT,0,30/03/2026 05:34:41,30/03/2026 05:35:11
all,GLUCOSE,PC_ax_b	CC_ax_b,5,4,5,6,0,6,12751,12751,UNSAT,0,30/03/2026 05:34:41,30/03/2026 05:35:11
all,GLUCOSE,PC_ax_b	CC_ax_b,5,5,5,10,0,10,15467,15467,UNSAT,0,30/03/2026 05:34:41,30/03/2026 05:35:11
all,GLUCOSE,PC_ax_b	CC_ax_b,5,5,5,7,0,7,15467,15467,UNSAT,0,30/03/2026 05:34:41,30/03/2026 05:35:11
all,GLUCOSE,PC_ax_b	CC_ax_b,5,5,5,7,0,7,15467,15467,UNSAT,0,30/03/2026 05:34:41,30/03/2026 05:35:11
all,GLUCOSE,PC_ax_b	CC_ax_b,5,6,5,8,0,8,18183,18183,UNSAT,0,30/03/2026 05:34:41,30/03/2026 05:35:11
all,GLUCOSE,PC_ax_b	CC_ax_b,5,6,5,8,0,8,18183,18183,UNSAT,0,30/03/2026 05:34:41,30/03/2026 05:35:11
all,GLUCOSE,PC_ax_b	CC_ax_b,5,6,5,9,0,9,18183,18183,UNSAT,0,30/03/2026 05:34:41,30/03/2026 05:35:11
all,GLUCOSE,PC_ax_b	CC_ax_b,5,7,5,10,0,10,20899,20899,UNSAT,0,30/03/2026 05:34:41,30/03/2026 05:35:11
all,GLUCOSE,PC_ax_b	CC_ax_b,5,7,5,10,0,10,20899,20899,UNSAT,0,30/03/2026 05:34:41,30/03/2026 05:35:11
all,GLUCOSE,PC_ax_b	CC_ax_b,5,7,5,10,0,10,20899,20899,UNSAT,0,30/03/2026 05:34:41,30/03/2026 05:35:11
all,GLUCOSE,PC_ax_b	CC_ax_b,5,8,5,11,0,11,23615,23615,UNSAT,0,30/03/2026 05:34:41,30/03/2026 05:35:11
all,GLUCOSE,PC_ax_b	CC_ax_b,5,8,5,11,0,11,23615,23615,UNSAT,0,30/03/2026 05:34:41,30/03/2026 05:35:11
all,GLUCOSE,PC_ax_b	CC_ax_b,5,8,5,11,0,11,23615,23615,UNSAT,0,30/03/2026 05:34:41,30/03/2026 05:35:11
all,GLUCOSE,PC_ax_b	CC_ax_b,5,9,5,13,0,13,26341,26341,UNSAT,0,30/03/2026 05:34:41,30/03/2026 05:35:11
all,GLUCOSE,PC_ax_b	CC_ax_b,5,9,5,13,0,13,26341,26341,UNSAT,0,30/03/2026 05:34:41,30/03/2026 05:35:11
all,GLUCOSE,PC_ax_b	CC_ax_b,5,9,5,13,0,13,26341,26341,UNSAT,0,30/03/2026 05:34:41,30/03/2026 05:35:11
all,GLUCOSE,PC_ax_b	CC_ax_b,5,10,5,14,0,14,29058,29058,UNSAT,0,30/03/2026 05:34:41,30/03/2026 05:35:11
all,GLUCOSE,PC_ax_b	CC_ax_b,5,10,5,14,0,14,29058,29058,UNSAT,0,30/03/2026 05:34:41,30/03/2026 05:35:11
all,GLUCOSE,PC_ax_b	CC_ax_b,5,10,5,14,0,14,29058,29058,UNSAT,0,30/03/2026 05:34:41,30/03/2026 05:35:11
all,GLUCOSE,PC_ax_c	CC_ax_c,5,3,5,2,0,2,6561,6561,UNSAT,0,30/03/2026 05:34:41,30/03/2026 05:35:11
all,GLUCOSE,PC_ax_c	CC_ax_c,5,3,5,2,0,2,6561,6561,UNSAT,0,30/03/2026 05:34:41,30/03/2026 05:35:11
all,GLUCOSE,PC_ax_c	CC_ax_c,5,3,5,2,0,2,6561,6561,UNSAT,0,30/03/2026 05:34:41,30/03/2026 05:35:11
all,GLUCOSE,PC_ax_c	CC_ax_c,5,4,5,2,0,2,7834,7834,UNSAT,0,30/03/2026 05:34:41,30/03/2026 05:35:11
all,GLUCOSE,PC_ax_c	CC_ax_c,5,4,5,2,0,2,7834,7834,UNSAT,0,30/03/2026 05:34:41,30/03/2026 05:35:11
all,GLUCOSE,PC_ax_c	CC_ax_c,5,4,5,2,0,2,7834,7834,UNSAT,0,30/03/2026 05:34:41,30/03/2026 05:35:11
all,GLUCOSE,PC_ax_c	CC_ax_c,5,5,5,3,0,3,9827,9827,UNSAT,0,30/03/2026 05:34:41,30/03/2026 05:35:11
all,GLUCOSE,PC_ax_c	CC_ax_c,5,5,5,3,0,3,9827,9827,UNSAT,0,30/03/2026 05:34:41,30/03/2026 05:35:11
all,GLUCOSE,PC_ax_c	CC_ax_c,5,5,5,3,0,3,9827,9827,UNSAT,0,30/03/2026 05:34:41,30/03/2026 05:35:11
all,GLUCOSE,PC_ax_c	CC_ax_c,5,6,5,4,0,4,11820,11820,UNSAT,0,30/03/2026 05:34:41,30/03/2026 05:35:11
all,GLUCOSE,PC_ax_c	CC_ax_c,5,6,5,4,0,4,11820,11820,UNSAT,0,30/03/2026 05:34:41,30/03/2026 05:35:11
all,GLUCOSE,PC_ax_c	CC_ax_c,5,6,5,4,0,4,11820,11820,UNSAT,0,30/03/2026 05:34:41,30/03/2026 05:35:11
all,GLUCOSE,PC_ax_c	CC_ax_c,5,7,5,4,0,4,13813,13813,UNSAT,0,30/03/2026 05:34:41,30/03/2026 05:35:11
all,GLUCOSE,PC_ax_c	CC_ax_c,5,7,5,4,0,4,13813,13813,UNSAT,0,30/03/2026 05:34:41,30/03/2026 05:35:11
all,GLUCOSE,PC_ax_c	CC_ax_c,5,7,5,5,0,5,13813,13813,UNSAT,0,30/03/2026 05:34:41,30/03/2026 05:35:11
all,GLUCOSE,PC_ax_c	CC_ax_c,5,8,5,5,0,5,15806,15806,UNSAT,0,30/03/2026 05:34:41,30/03/2026 05:35:11
all,GLUCOSE,PC_ax_c	CC_ax_c,5,8,5,5,0,5,15806,15806,UNSAT,0,30/03/2026 05:34:41,30/03/2026 05:35:11
all,GLUCOSE,PC_ax_c	CC_ax_c,5,8,5,5,0,5,15806,15806,UNSAT,0,30/03/2026 05:34:41,30/03/2026 05:35:11
all,GLUCOSE,PC_ax_c	CC_ax_c,5,9,5,6,0,6,17799,17799,UNSAT,0,30/03/2026 05:34:41,30/03/2026 05:35:11
all,GLUCOSE,PC_ax_c	CC_ax_c,5,9,5,16,0,16,17799,17799,UNSAT,0,30/03/2026 05:34:41,30/03/2026 05:35:12
all,GLUCOSE,PC_ax_c	CC_ax_c,5,9,5,17,0,17,17799,17799,UNSAT,0,30/03/2026 05:34:41,30/03/2026 05:35:12
all,GLUCOSE,PC_ax_c	CC_ax_c,5,10,5,19,0,19,19792,19792,UNSAT,0,30/03/2026 05:34:41,30/03/2026 05:35:12
all,GLUCOSE,PC_ax_c	CC_ax_c,5,10,5,21,0,21,19792,19792,UNSAT,0,30/03/2026 05:34:41,30/03/2026 05:35:12
all,GLUCOSE,PC_ax_c	CC_ax_c,5,10,5,9,0,9,19792,19792,UNSAT,0,30/03/2026 05:34:41,30/03/2026 05:35:12
all,GLUCOSE,SI_ax_b	PC_ax_b,5,3,5,11,0,11,11359,11359,UNSAT,0,30/03/2026 05:34:41,30/03/2026 05:35:12
all,GLUCOSE,SI_ax_b	PC_ax_b,5,3,5,11,0,11,11359,11359,UNSAT,0,30/03/2026 05:34:41,30/03/2026 05:35:12
all,GLUCOSE,SI_ax_b	PC_ax_b,5,3,5,12,0,12,11359,11359,UNSAT,0,30/03/2026 05:34:41,30/03/2026 05:35:12
all,GLUCOSE,SI_ax_b	PC_ax_b,5,4,5,17,0,17,15190,15190,UNSAT,0,30/03/2026 05:34:41,30/03/2026 05:35:12
all,GLUCOSE,SI_ax_b	PC_ax_b,5,4,5,17,0,17,15190,15190,UNSAT,0,30/03/2026 05:34:41,30/03/2026 05:35:12
all,GLUCOSE,SI_ax_b	PC_ax_b,5,4,5,17,0,17,15190,15190,UNSAT,0,30/03/2026 05:34:41,30/03/2026 05:35:12
all,GLUCOSE,SI_ax_b	PC_ax_b,5,5,5,25,0,25,20291,20291,UNSAT,0,30/03/2026 05:34:41,30/03/2026 05:35:12
all,GLUCOSE,SI_ax_b	PC_ax_b,5,5,5,24,0,24,20291,20291,UNSAT,0,30/03/2026 05:34:41,30/03/2026 05:35:12
all,GLUCOSE,SI_ax_b	PC_ax_b,5,5,5,23,0,23,20291,20291,UNSAT,0,30/03/2026 05:34:41,30/03/2026 05:35:12
all,GLUCOSE,SI_ax_b	PC_ax_b,5,6,5,32,0,32,25942,25942,UNSAT,0,30/03/2026 05:34:41,30/03/2026 05:35:12
all,GLUCOSE,SI_ax_b	PC_ax_b,5,6,5,32,0,32,25942,25942,UNSAT,0,30/03/2026 05:34:41,30/03/2026 05:35:12
all,GLUCOSE,SI_ax_b	PC_ax_b,5,6,5,31,0,31,25942,25942,UNSAT,0,30/03/2026 05:34:41,30/03/2026 05:35:12
all,GLUCOSE,SI_ax_b	PC_ax_b,5,7,5,41,0,41,32143,32143,UNSAT,0,30/03/2026 05:34:41,30/03/2026 05:35:12
all,GLUCOSE,SI_ax_b	PC_ax_b,5,7,5,42,0,42,32143,32143,UNSAT,0,30/03/2026 05:34:41,30/03/2026 05:35:12
all,GLUCOSE,SI_ax_b	PC_ax_b,5,7,5,41,0,41,32143,32143,UNSAT,0,30/03/2026 05:34:41,30/03/2026 05:35:12
all,GLUCOSE,SI_ax_b	PC_ax_b,5,8,5,52,0,52,38894,38894,UNSAT,0,30/03/2026 05:34:41,30/03/2026 05:35:12
all,GLUCOSE,SI_ax_b	PC_ax_b,5,8,5,54,0,54,38894,38894,UNSAT,0,30/03/2026 05:34:41,30/03/2026 05:35:12
all,GLUCOSE,SI_ax_b	PC_ax_b,5,8,5,56,0,56,38894,38894,UNSAT,0,30/03/2026 05:34:41,30/03/2026 05:35:12
all,GLUCOSE,SI_ax_b	PC_ax_b,5,9,5,66,0,66,46205,46205,UNSAT,0,30/03/2026 05:34:41,30/03/2026 05:35:12
all,GLUCOSE,SI_ax_b	PC_ax_b,5,9,5,70,0,70,46205,46205,UNSAT,0,30/03/2026 05:34:41,30/03/2026 05:35:12
all,GLUCOSE,SI_ax_b	PC_ax_b,5,9,5,66,0,66,46205,46205,UNSAT,0,30/03/2026 05:34:41,30/03/2026 05:35:12
all,GLUCOSE,SI_ax_b	PC_ax_b,5,10,5,83,0,83,54057,54057,UNSAT,0,30/03/2026 05:34:41,30/03/2026 05:35:12
all,GLUCOSE,SI_ax_b	PC_ax_b,5,10,5,77,0,77,54057,54057,UNSAT,0,30/03/2026 05:34:41,30/03/2026 05:35:12
all,GLUCOSE,SI_ax_b	PC_ax_b,5,10,5,79,0,79,54057,54057,UNSAT,0,30/03/2026 05:34:41,30/03/2026 05:35:13
all,GLUCOSE,SI_ax_c	PC_ax_c,5,3,5,1,0,1,0,0,UNSAT,0,30/03/2026 05:34:41,30/03/2026 05:35:13
all,GLUCOSE,SI_ax_c	PC_ax_c,5,3,5,1,0,1,0,0,UNSAT,0,30/03/2026 05:34:41,30/03/2026 05:35:13
all,GLUCOSE,SI_ax_c	PC_ax_c,5,3,5,1,0,1,0,0,UNSAT,0,30/03/2026 05:34:41,30/03/2026 05:35:13
all,GLUCOSE,SI_ax_c	PC_ax_c,5,4,5,1,0,1,0,0,UNSAT,0,30/03/2026 05:34:41,30/03/2026 05:35:13
all,GLUCOSE,SI_ax_c	PC_ax_c,5,4,5,1,0,1,0,0,UNSAT,0,30/03/2026 05:34:41,30/03/2026 05:35:13
all,GLUCOSE,SI_ax_c	PC_ax_c,5,4,5,1,0,1,0,0,UNSAT,0,30/03/2026 05:34:41,30/03/2026 05:35:13
all,GLUCOSE,SI_ax_c	PC_ax_c,5,5,5,2,0,2,0,0,UNSAT,0,30/03/2026 05:34:41,30/03/2026 05:35:13
all,GLUCOSE,SI_ax_c	PC_ax_c,5,5,5,2,0,2,0,0,UNSAT,0,30/03/2026 05:34:41,30/03/2026 05:35:13
all,GLUCOSE,SI_ax_c	PC_ax_c,5,5,5,2,0,2,0,0,UNSAT,0,30/03/2026 05:34:41,30/03/2026 05:35:13
all,GLUCOSE,SI_ax_c	PC_ax_c,5,6,5,2,0,2,0,0,UNSAT,0,30/03/2026 05:34:41,30/03/2026 05:35:13
all,GLUCOSE,SI_ax_c	PC_ax_c,5,6,5,2,0,2,0,0,UNSAT,0,30/03/2026 05:34:41,30/03/2026 05:35:13
all,GLUCOSE,SI_ax_c	PC_ax_c,5,6,5,2,0,2,0,0,UNSAT,0,30/03/2026 05:34:41,30/03/2026 05:35:13
all,GLUCOSE,SI_ax_c	PC_ax_c,5,7,5,2,0,2,0,0,UNSAT,0,30/03/2026 05:34:41,30/03/2026 05:35:13
all,GLUCOSE,SI_ax_c	PC_ax_c,5,7,5,2,0,2,0,0,UNSAT,0,30/03/2026 05:34:41,30/03/2026 05:35:13
all,GLUCOSE,SI_ax_c	PC_ax_c,5,7,5,2,0,2,0,0,UNSAT,0,30/03/2026 05:34:41,30/03/2026 05:35:13
all,GLUCOSE,SI_ax_c	PC_ax_c,5,8,5,3,0,3,0,0,UNSAT,0,30/03/2026 05:34:41,30/03/2026 05:35:13
all,GLUCOSE,SI_ax_c	PC_ax_c,5,8,5,3,0,3,0,0,UNSAT,0,30/03/2026 05:34:41,30/03/2026 05:35:13
all,GLUCOSE,SI_ax_c	PC_ax_c,5,8,5,3,0,3,0,0,UNSAT,0,30/03/2026 05:34:41,30/03/2026 05:35:13
all,GLUCOSE,SI_ax_c	PC_ax_c,5,9,5,3,0,3,0,0,UNSAT,0,30/03/2026 05:34:41,30/03/2026 05:35:13
all,GLUCOSE,SI_ax_c	PC_ax_c,5,9,5,3,0,3,0,0,UNSAT,0,30/03/2026 05:34:41,30/03/2026 05:35:13
all,GLUCOSE,SI_ax_c	PC_ax_c,5,9,5,3,0,3,0,0,UNSAT,0,30/03/2026 05:34:41,30/03/2026 05:35:13
all,GLUCOSE,SI_ax_c	PC_ax_c,5,10,5,4,0,4,0,0,UNSAT,0,30/03/2026 05:34:41,30/03/2026 05:35:13
all,GLUCOSE,SI_ax_c	PC_ax_c,5,10,5,4,0,4,0,0,UNSAT,0,30/03/2026 05:34:41,30/03/2026 05:35:13
all,GLUCOSE,SI_ax_c	PC_ax_c,5,10,5,4,0,4,0,0,UNSAT,0,30/03/2026 05:34:41,30/03/2026 05:35:13
all,GLUCOSE,Ser_ax_b	SI_ax_b,5,3,5,19,0,19,10293,10293,UNSAT,0,30/03/2026 05:34:41,30/03/2026 05:35:13
all,GLUCOSE,Ser_ax_b	SI_ax_b,5,3,5,19,0,19,10293,10293,UNSAT,0,30/03/2026 05:34:41,30/03/2026 05:35:13
all,GLUCOSE,Ser_ax_b	SI_ax_b,5,3,5,20,0,20,10293,10293,UNSAT,0,30/03/2026 05:34:41,30/03/2026 05:35:13
all,GLUCOSE,Ser_ax_b	SI_ax_b,5,4,5,41,0,41,13913,13913,UNSAT,0,30/03/2026 05:34:41,30/03/2026 05:35:13
all,GLUCOSE,Ser_ax_b	SI_ax_b,5,4,5,42,0,42,13913,13913,UNSAT,0,30/03/2026 05:34:41,30/03/2026 05:35:13
all,GLUCOSE,Ser_ax_b	SI_ax_b,5,4,5,41,0,41,13913,13913,UNSAT,0,30/03/2026 05:34:41,30/03/2026 05:35:13
all,GLUCOSE,Ser_ax_b	SI_ax_b,5,5,5,88,0,88,18803,18803,UNSAT,0,30/03/2026 05:34:41,30/03/2026 05:35:13
all,GLUCOSE,Ser_ax_b	SI_ax_b,5,5,5,88,0,88,18803,18803,UNSAT,0,30/03/2026 05:34:41,30/03/2026 05:35:13
all,GLUCOSE,Ser_ax_b	SI_ax_b,5,5,5,91,0,91,18803,18803,UNSAT,0,30/03/2026 05:34:41,30/03/2026 05:35:13
all,GLUCOSE,Ser_ax_b	SI_ax_b,5,6,5,190,0,190,24243,24243,UNSAT,0,30/03/2026 05:34:41,30/03/2026 05:35:13
all,GLUCOSE,Ser_ax_b	SI_ax_b,5,6,5,191,0,191,24243,24243,UNSAT,0,30/03/2026 05:34:41,30/03/2026 05:35:13
all,GLUCOSE,Ser_ax_b	SI_ax_b,5,6,5,195,0,196,24243,24243,UNSAT,0,30/03/2026 05:34:41,30/03/2026 05:35:14
