implementation,solver,problem,num_txn,num_keys,num_values,synth_time_ms,check_time_ms,total_time_ms,initial_synth_clauses,total_synth_clauses,outcome,candidates,runId,endTime
all,GLUCOSE,RA_ax_b	CC_ax_b,5,3,5,68,27,98,9915,10986,SAT,2,30/03/2026 05:34:41,30/03/2026 05:34:41
all,GLUCOSE,RA_ax_b	CC_ax_b,5,3,5,23,12,37,9915,10986,SAT,2,30/03/2026 05:34:41,30/03/2026 05:34:41
all,GLUCOSE,RA_ax_b	CC_ax_b,5,3,5,19,11,31,9915,10986,SAT,2,30/03/2026 05:34:41,30/03/2026 05:34:41
all,GLUCOSE,RA_ax_b	CC_ax_b,5,4,5,15,5,20,11661,11661,SAT,1,30/03/2026 05:34:41,30/03/2026 05:34:41
all,GLUCOSE,RA_ax_b	CC_ax_b,5,4,5,25,7,33,11661,11661,SAT,1,30/03/2026 05:34:41,30/03/2026 05:34:41
all,GLUCOSE,RA_ax_b	CC_ax_b,5,4,5,21,6,28,11661,11661,SAT,1,30/03/2026 05:34:41,30/03/2026 05:34:41
all,GLUCOSE,RA_ax_b	CC_ax_b,5,5,5,23,7,31,14127,14127,SAT,1,30/03/2026 05:34:41,30/03/2026 05:34:41
all,GLUCOSE,RA_ax_b	CC_ax_b,5,5,5,24,5,29,14127,14127,SAT,1,30/03/2026 05:34:41,30/03/2026 05:34:41
all,GLUCOSE,RA_ax_b	CC_ax_b,5,5,5,17,4,21,14127,14127,SAT,1,30/03/2026 05:34:41,30/03/2026 05:34:41
all,GLUCOSE,RA_ax_b	CC_ax_b,5,6,5,17,4,21,16593,16593,SAT,1,30/03/2026 05:34:41,30/03/2026 05:34:41
all,GLUCOSE,RA_ax_b	CC_ax_b,5,6,5,16,4,21,16593,16593,SAT,1,30/03/2026 05:34:41,30/03/2026 05:34:41
all,GLUCOSE,RA_ax_b	CC_ax_b,5,6,5,18,4,22,16593,16593,SAT,1,30/03/2026 05:34:41,30/03/2026 05:34:41
all,GLUCOSE,RA_ax_b	CC_ax_b,5,7,5,17,4,21,19059,19059,SAT,1,30/03/2026 05:34:41,30/03/2026 05:34:41
all,GLUCOSE,RA_ax_b	CC_ax_b,5,7,5,16,2,19,19059,19059,SAT,1,30/03/2026 05:34:41,30/03/2026 05:34:41
all,GLUCOSE,RA_ax_b	CC_ax_b,5,7,5,14,3,18,19059,19059,SAT,1,30/03/2026 05:34:41,30/03/2026 05:34:41
all,GLUCOSE,RA_ax_b	CC_ax_b,5,8,5,14,3,18,21525,21525,SAT,1,30/03/2026 05:34:41,30/03/2026 05:34:41
all,GLUCOSE,RA_ax_b	CC_ax_b,5,8,5,13,3,16,21525,21525,SAT,1,30/03/2026 05:34:41,30/03/2026 05:34:41
all,GLUCOSE,RA_ax_b	CC_ax_b,5,8,5,14,3,17,21525,21525,SAT,1,30/03/2026 05:34:41,30/03/2026 05:34:41
all,GLUCOSE,RA_ax_b	CC_ax_b,5,9,5,16,6,22,24001,24001,SAT,1,30/03/2026 05:34:41,30/03/2026 05:34:41
all,GLUCOSE,RA_ax_b	CC_ax_b,5,9,5,15,4,20,24001,24001,SAT,1,30/03/2026 05:34:41,30/03/2026 05:34:41
all,GLUCOSE,RA_ax_b	CC_ax_b,5,9,5,15,5,20,24001,24001,SAT,1,30/03/2026 05:34:41,30/03/2026 05:34:41
all,GLUCOSE,RA_ax_b	CC_ax_b,5,10,5,25,5,31,26468,26468,SAT,1,30/03/2026 05:34:41,30/03/2026 05:34:42
all,GLUCOSE,RA_ax_b	CC_ax_b,5,10,5,25,3,29,26468,26468,SAT,1,30/03/2026 05:34:41,30/03/2026 05:34:42
all,GLUCOSE,RA_ax_b	CC_ax_b,5,10,5,22,3,26,26468,26468,SAT,1,30/03/2026 05:34:41,30/03/2026 05:34:42
all,GLUCOSE,RA_ax_c	CC_ax_c,5,3,5,6,11,25,6523,8541,SAT,7,30/03/2026 05:34:41,30/03/2026 05:34:42
all,GLUCOSE,RA_ax_c	CC_ax_c,5,3,5,4,13,25,6523,8541,SAT,7,30/03/2026 05:34:41,30/03/2026 05:34:42
all,GLUCOSE,RA_ax_c	CC_ax_c,5,3,5,5,9,24,6523,8541,SAT,7,30/03/2026 05:34:41,30/03/2026 05:34:42
all,GLUCOSE,RA_ax_c	CC_ax_c,5,4,5,4,2,9,7796,8240,SAT,2,30/03/2026 05:34:41,30/03/2026 05:34:42
all,GLUCOSE,RA_ax_c	CC_ax_c,5,4,5,4,3,9,7796,8240,SAT,2,30/03/2026 05:34:41,30/03/2026 05:34:42
all,GLUCOSE,RA_ax_c	CC_ax_c,5,4,5,4,2,8,7796,8240,SAT,2,30/03/2026 05:34:41,30/03/2026 05:34:42
all,GLUCOSE,RA_ax_c	CC_ax_c,5,5,5,5,2,10,9789,10341,SAT,2,30/03/2026 05:34:41,30/03/2026 05:34:42
all,GLUCOSE,RA_ax_c	CC_ax_c,5,5,5,5,2,9,9789,10341,SAT,2,30/03/2026 05:34:41,30/03/2026 05:34:42
all,GLUCOSE,RA_ax_c	CC_ax_c,5,5,5,7,3,12,9789,10341,SAT,2,30/03/2026 05:34:41,30/03/2026 05:34:42
all,GLUCOSE,RA_ax_c	CC_ax_c,5,6,5,8,9,20,11782,14918,SAT,5,30/03/2026 05:34:41,30/03/2026 05:34:42
all,GLUCOSE,RA_ax_c	CC_ax_c,5,6,5,7,9,20,11782,14918,SAT,5,30/03/2026 05:34:41,30/03/2026 05:34:42
all,GLUCOSE,RA_ax_c	CC_ax_c,5,6,5,13,10,27,11782,14918,SAT,5,30/03/2026 05:34:41,30/03/2026 05:34:42
all,GLUCOSE,RA_ax_c	CC_ax_c,5,7,5,8,4,14,13775,15720,SAT,3,30/03/2026 05:34:41,30/03/2026 05:34:42
all,GLUCOSE,RA_ax_c	CC_ax_c,5,7,5,11,6,18,13775,15720,SAT,3,30/03/2026 05:34:41,30/03/2026 05:34:42
all,GLUCOSE,RA_ax_c	CC_ax_c,5,7,5,5,4,13,13775,15720,SAT,3,30/03/2026 05:34:41,30/03/2026 05:34:42
all,GLUCOSE,RA_ax_c	CC_ax_c,5,8,5,9,8,19,15768,18892,SAT,4,30/03/2026 05:34:41,30/03/2026 05:34:42
all,GLUCOSE,RA_ax_c	CC_ax_c,5,8,5,10,7,20,15768,18892,SAT,4,30/03/2026 05:34:41,30/03/2026 05:34:42
all,GLUCOSE,RA_ax_c	CC_ax_c,5,8,5,10,8,20,15768,18892,SAT,4,30/03/2026 05:34:41,30/03/2026 05:34:42
all,GLUCOSE,RA_ax_c	CC_ax_c,5,9,5,11,6,19,17761,20256,SAT,3,30/03/2026 05:34:41,30/03/2026 05:34:42
all,GLUCOSE,RA_ax_c	CC_ax_c,5,9,5,12,6,21,17761,20256,SAT,3,30/03/2026 05:34:41,30/03/2026 05:34:42
all,GLUCOSE,RA_ax_c	CC_ax_c,5,9,5,12,6,21,17761,20256,SAT,3,30/03/2026 05:34:41,30/03/2026 05:34:42
all,GLUCOSE,RA_ax_c	CC_ax_c,5,10,5,13,6,23,19754,22524,SAT,3,30/03/2026 05:34:41,30/03/2026 05:34:42
all,GLUCOSE,RA_ax_c	CC_ax_c,5,10,5,14,6,23,19754,22524,SAT,3,30/03/2026 05:34:41,30/03/2026 05:34:42
all,GLUCOSE,RA_ax_c	CC_ax_c,5,10,5,13,6,23,19754,22524,SAT,3,30/03/2026 05:34:41,30/03/2026 05:34:42
all,GLUCOSE,CC_ax_b	PC_ax_b,5,3,5,17,17,37,9960,12677,SAT,3,30/03/2026 05:34:41,30/03/2026 05:34:42
all,GLUCOSE,CC_ax_b	PC_ax_b,5,3,5,18,14,34,9960,12677,SAT,3,30/03/2026 05:34:41,30/03/2026 05:34:42
all,GLUCOSE,CC_ax_b	PC_ax_b,5,3,5,16,12,30,9960,12677,SAT,3,30/03/2026 05:34:41,30/03/2026 05:34:42
all,GLUCOSE,CC_ax_b	PC_ax_b,5,4,5,18,15,35,11706,15143,SAT,3,30/03/2026 05:34:41,30/03/2026 05:34:42
all,GLUCOSE,CC_ax_b	PC_ax_b,5,4,5,20,15,38,11706,15143,SAT,3,30/03/2026 05:34:41,30/03/2026 05:34:42
all,GLUCOSE,CC_ax_b	PC_ax_b,5,4,5,18,15,35,11706,15143,SAT,3,30/03/2026 05:34:41,30/03/2026 05:34:42
all,GLUCOSE,CC_ax_b	PC_ax_b,5,5,5,18,10,29,14172,17213,SAT,2,30/03/2026 05:34:41,30/03/2026 05:34:42
all,GLUCOSE,CC_ax_b	PC_ax_b,5,5,5,20,12,33,14172,17213,SAT,2,30/03/2026 05:34:41,30/03/2026 05:34:42
all,GLUCOSE,CC_ax_b	PC_ax_b,5,5,5,20,7,29,14172,17213,SAT,2,30/03/2026 05:34:41,30/03/2026 05:34:42
all,GLUCOSE,CC_ax_b	PC_ax_b,5,6,5,18,9,27,16638,20274,SAT,2,30/03/2026 05:34:41,30/03/2026 05:34:42
all,GLUCOSE,CC_ax_b	PC_ax_b,5,6,5,17,8,27,16638,20274,SAT,2,30/03/2026 05:34:41,30/03/2026 05:34:42
all,GLUCOSE,CC_ax_b	PC_ax_b,5,6,5,18,7,27,16638,20274,SAT,2,30/03/2026 05:34:41,30/03/2026 05:34:42
all,GLUCOSE,CC_ax_b	PC_ax_b,5,7,5,20,10,32,19104,23340,SAT,2,30/03/2026 05:34:41,30/03/2026 05:34:42
all,GLUCOSE,CC_ax_b	PC_ax_b,5,7,5,22,10,33,19104,23340,SAT,2,30/03/2026 05:34:41,30/03/2026 05:34:43
all,GLUCOSE,CC_ax_b	PC_ax_b,5,7,5,21,10,32,19104,23340,SAT,2,30/03/2026 05:34:41,30/03/2026 05:34:43
all,GLUCOSE,CC_ax_b	PC_ax_b,5,8,5,17,5,22,21570,21570,SAT,1,30/03/2026 05:34:41,30/03/2026 05:34:43
all,GLUCOSE,CC_ax_b	PC_ax_b,5,8,5,16,5,22,21570,21570,SAT,1,30/03/2026 05:34:41,30/03/2026 05:34:43
all,GLUCOSE,CC_ax_b	PC_ax_b,5,8,5,16,5,21,21570,21570,SAT,1,30/03/2026 05:34:41,30/03/2026 05:34:43
all,GLUCOSE,CC_ax_b	PC_ax_b,5,9,5,52,27,83,24046,39075,SAT,5,30/03/2026 05:34:41,30/03/2026 05:34:43
all,GLUCOSE,CC_ax_b	PC_ax_b,5,9,5,52,27,83,24046,39075,SAT,5,30/03/2026 05:34:41,30/03/2026 05:34:43
all,GLUCOSE,CC_ax_b	PC_ax_b,5,9,5,53,28,85,24046,39075,SAT,5,30/03/2026 05:34:41,30/03/2026 05:34:43
all,GLUCOSE,CC_ax_b	PC_ax_b,5,10,5,53,21,77,26513,41951,SAT,4,30/03/2026 05:34:41,30/03/2026 05:34:43
all,GLUCOSE,CC_ax_b	PC_ax_b,5,10,5,52,21,77,26513,41951,SAT,4,30/03/2026 05:34:41,30/03/2026 05:34:43
all,GLUCOSE,CC_ax_b	PC_ax_b,5,10,5,52,20,75,26513,41951,SAT,4,30/03/2026 05:34:41,30/03/2026 05:34:43
all,GLUCOSE,CC_ax_c	PC_ax_c,5,3,5,3,9,20,6561,9263,SAT,8,30/03/2026 05:34:41,30/03/2026 05:34:43
all,GLUCOSE,CC_ax_c	PC_ax_c,5,3,5,2,8,20,6561,9263,SAT,8,30/03/2026 05:34:41,30/03/2026 05:34:43
all,GLUCOSE,CC_ax_c	PC_ax_c,5,3,5,3,8,21,6561,9263,SAT,8,30/03/2026 05:34:41,30/03/2026 05:34:43
all,GLUCOSE,CC_ax_c	PC_ax_c,5,4,5,5,7,21,7834,11336,SAT,7,30/03/2026 05:34:41,30/03/2026 05:34:43
all,GLUCOSE,CC_ax_c	PC_ax_c,5,4,5,5,7,21,7834,11336,SAT,7,30/03/2026 05:34:41,30/03/2026 05:34:43
all,GLUCOSE,CC_ax_c	PC_ax_c,5,4,5,3,7,20,7834,11336,SAT,7,30/03/2026 05:34:41,30/03/2026 05:34:43
all,GLUCOSE,CC_ax_c	PC_ax_c,5,5,5,5,5,17,9827,12496,SAT,5,30/03/2026 05:34:41,30/03/2026 05:34:43
all,GLUCOSE,CC_ax_c	PC_ax_c,5,5,5,5,5,16,9827,12496,SAT,5,30/03/2026 05:34:41,30/03/2026 05:34:43
all,GLUCOSE,CC_ax_c	PC_ax_c,5,5,5,5,5,16,9827,12496,SAT,5,30/03/2026 05:34:41,30/03/2026 05:34:43
all,GLUCOSE,CC_ax_c	PC_ax_c,5,6,5,8,10,32,11820,17134,SAT,10,30/03/2026 05:34:41,30/03/2026 05:34:43
all,GLUCOSE,CC_ax_c	PC_ax_c,5,6,5,7,12,33,11820,17134,SAT,10,30/03/2026 05:34:41,30/03/2026 05:34:43
all,GLUCOSE,CC_ax_c	PC_ax_c,5,6,5,10,14,34,11820,17134,SAT,10,30/03/2026 05:34:41,30/03/2026 05:34:43
all,GLUCOSE,CC_ax_c	PC_ax_c,5,7,5,21,21,59,13813,22607,SAT,17,30/03/2026 05:34:41,30/03/2026 05:34:43
all,GLUCOSE,CC_ax_c	PC_ax_c,5,7,5,23,24,61,13813,22607,SAT,17,30/03/2026 05:34:41,30/03/2026 05:34:43
all,GLUCOSE,CC_ax_c	PC_ax_c,5,7,5,21,21,58,13813,22607,SAT,17,30/03/2026 05:34:41,30/03/2026 05:34:44
all,GLUCOSE,CC_ax_c	PC_ax_c,5,8,5,10,5,16,15806,18026,SAT,3,30/03/2026 05:34:41,30/03/2026 05:34:44
all,GLUCOSE,CC_ax_c	PC_ax_c,5,8,5,10,5,16,15806,18026,SAT,3,30/03/2026 05:34:41,30/03/2026 05:34:44
all,GLUCOSE,CC_ax_c	PC_ax_c,5,8,5,9,5,16,15806,18026,SAT,3,30/03/2026 05:34:41,30/03/2026 05:34:44
all,GLUCOSE,CC_ax_c	PC_ax_c,5,9,5,15,11,30,17799,24326,SAT,6,30/03/2026 05:34:41,30/03/2026 05:34:44
all,GLUCOSE,CC_ax_c	PC_ax_c,5,9,5,16,15,34,17799,24326,SAT,6,30/03/2026 05:34:41,30/03/2026 05:34:44
all,GLUCOSE,CC_ax_c	PC_ax_c,5,9,5,16,12,34,17799,24326,SAT,6,30/03/2026 05:34:41,30/03/2026 05:34:44
all,GLUCOSE,CC_ax_c	PC_ax_c,5,10,5,13,6,21,19792,22562,SAT,3,30/03/2026 05:34:41,30/03/2026 05:34:44
all,GLUCOSE,CC_ax_c	PC_ax_c,5,10,5,24,10,37,19792,22562,SAT,3,30/03/2026 05:34:41,30/03/2026 05:34:44
all,GLUCOSE,CC_ax_c	PC_ax_c,5,10,5,16,6,25,19792,22562,SAT,3,30/03/2026 05:34:41,30/03/2026 05:34:44
all,GLUCOSE,PC_ax_b	SI_ax_b,5,3,5,23,7,31,10052,10052,SAT,1,30/03/2026 05:34:41,30/03/2026 05:34:44
all,GLUCOSE,PC_ax_b	SI_ax_b,5,3,5,16,4,20,10052,10052,SAT,1,30/03/2026 05:34:41,30/03/2026 05:34:44
all,GLUCOSE,PC_ax_b	SI_ax_b,5,3,5,15,4,20,10052,10052,SAT,1,30/03/2026 05:34:41,30/03/2026 05:34:44
all,GLUCOSE,PC_ax_b	SI_ax_b,5,4,5,25,7,33,13592,13592,SAT,1,30/03/2026 05:34:41,30/03/2026 05:34:44
all,GLUCOSE,PC_ax_b	SI_ax_b,5,4,5,42,5,47,13592,13592,SAT,1,30/03/2026 05:34:41,30/03/2026 05:34:44
all,GLUCOSE,PC_ax_b	SI_ax_b,5,4,5,25,8,34,13592,13592,SAT,1,30/03/2026 05:34:41,30/03/2026 05:34:44
all,GLUCOSE,PC_ax_b	SI_ax_b,5,5,5,34,6,40,18402,18402,SAT,1,30/03/2026 05:34:41,30/03/2026 05:34:44
all,GLUCOSE,PC_ax_b	SI_ax_b,5,5,5,33,6,39,18402,18402,SAT,1,30/03/2026 05:34:41,30/03/2026 05:34:44
all,GLUCOSE,PC_ax_b	SI_ax_b,5,5,5,35,6,41,18402,18402,SAT,1,30/03/2026 05:34:41,30/03/2026 05:34:44
all,GLUCOSE,PC_ax_b	SI_ax_b,5,6,5,49,14,63,23762,23762,SAT,1,30/03/2026 05:34:41,30/03/2026 05:34:44
all,GLUCOSE,PC_ax_b	SI_ax_b,5,6,5,46,13,60,23762,23762,SAT,1,30/03/2026 05:34:41,30/03/2026 05:34:44
all,GLUCOSE,PC_ax_b	SI_ax_b,5,6,5,47,14,61,23762,23762,SAT,1,30/03/2026 05:34:41,30/03/2026 05:34:44
all,GLUCOSE,PC_ax_b	SI_ax_b,5,7,5,60,17,77,29672,29672,SAT,1,30/03/2026 05:34:41,30/03/2026 05:34:44
all,GLUCOSE,PC_ax_b	SI_ax_b,5,7,5,61,17,79,29672,29672,SAT,1,30/03/2026 05:34:41,30/03/2026 05:34:44
all,GLUCOSE,PC_ax_b	SI_ax_b,5,7,5,64,17,82,29672,29672,SAT,1,30/03/2026 05:34:41,30/03/2026 05:34:45
all,GLUCOSE,PC_ax_b	SI_ax_b,5,8,5,77,22,100,36132,36132,SAT,1,30/03/2026 05:34:41,30/03/2026 05:34:45
all,GLUCOSE,PC_ax_b	SI_ax_b,5,8,5,57,14,71,36132,36132,SAT,1,30/03/2026 05:34:41,30/03/2026 05:34:45
all,GLUCOSE,PC_ax_b	SI_ax_b,5,8,5,53,14,67,36132,36132,SAT,1,30/03/2026 05:34:41,30/03/2026 05:34:45
all,GLUCOSE,PC_ax_b	SI_ax_b,5,9,5,65,17,82,43142,43142,SAT,1,30/03/2026 05:34:41,30/03/2026 05:34:45
all,GLUCOSE,PC_ax_b	SI_ax_b,5,9,5,64,17,81,43142,43142,SAT,1,30/03/2026 05:34:41,30/03/2026 05:34:45
all,GLUCOSE,PC_ax_b	SI_ax_b,5,9,5,63,17,81,43142,43142,SAT,1,30/03/2026 05:34:41,30/03/2026 05:34:45
all,GLUCOSE,PC_ax_b	SI_ax_b,5,10,5,79,20,99,50702,50702,SAT,1,30/03/2026 05:34:41,30/03/2026 05:34:45
all,GLUCOSE,PC_ax_b	SI_ax_b,5,10,5,84,22,107,50702,50702,SAT,1,30/03/2026 05:34:41,30/03/2026 05:34:45
all,GLUCOSE,PC_ax_b	SI_ax_b,5,10,5,86,23,110,50702,50702,SAT,1,30/03/2026 05:34:41,30/03/2026 05:34:45
all,GLUCOSE,PC_ax_c	SI_ax_c,5,3,5,5,2,7,6710,6710,SAT,1,30/03/2026 05:34:41,30/03/2026 05:34:45
all,GLUCOSE,PC_ax_c	SI_ax_c,5,3,5,3,1,4,6710,6710,SAT,1,30/03/2026 05:34:41,30/03/2026 05:34:45
all,GLUCOSE,PC_ax_c	SI_ax_c,5,3,5,3,2,5,6710,6710,SAT,1,30/03/2026 05:34:41,30/03/2026 05:34:45
all,GLUCOSE,PC_ax_c	SI_ax_c,5,4,5,4,1,6,8053,8053,SAT,1,30/03/2026 05:34:41,30/03/2026 05:34:45
all,GLUCOSE,PC_ax_c	SI_ax_c,5,4,5,5,1,6,8053,8053,SAT,1,30/03/2026 05:34:41,30/03/2026 05:34:45
all,GLUCOSE,PC_ax_c	SI_ax_c,5,4,5,3,2,5,8053,8053,SAT,1,30/03/2026 05:34:41,30/03/2026 05:34:45
all,GLUCOSE,PC_ax_c	SI_ax_c,5,5,5,4,1,5,10116,10116,SAT,1,30/03/2026 05:34:41,30/03/2026 05:34:45
all,GLUCOSE,PC_ax_c	SI_ax_c,5,5,5,4,1,5,10116,10116,SAT,1,30/03/2026 05:34:41,30/03/2026 05:34:45
all,GLUCOSE,PC_ax_c	SI_ax_c,5,5,5,4,1,5,10116,10116,SAT,1,30/03/2026 05:34:41,30/03/2026 05:34:45
all,GLUCOSE,PC_ax_c	SI_ax_c,5,6,5,4,1,6,12179,12179,SAT,1,30/03/2026 05:34:41,30/03/2026 05:34:45
all,GLUCOSE,PC_ax_c	SI_ax_c,5,6,5,4,1,6,12179,12179,SAT,1,30/03/2026 05:34:41,30/03/2026 05:34:45
all,GLUCOSE,PC_ax_c	SI_ax_c,5,6,5,4,1,6,12179,12179,SAT,1,30/03/2026 05:34:41,30/03/2026 05:34:45
all,GLUCOSE,PC_ax_c	SI_ax_c,5,7,5,5,1,7,14242,14242,SAT,1,30/03/2026 05:34:41,30/03/2026 05:34:45
all,GLUCOSE,PC_ax_c	SI_ax_c,5,7,5,5,1,7,14242,14242,SAT,1,30/03/2026 05:34:41,30/03/2026 05:34:45
all,GLUCOSE,PC_ax_c	SI_ax_c,5,7,5,5,2,7,14242,14242,SAT,1,30/03/2026 05:34:41,30/03/2026 05:34:45
all,GLUCOSE,PC_ax_c	SI_ax_c,5,8,5,7,2,9,16305,16305,SAT,1,30/03/2026 05:34:41,30/03/2026 05:34:45
all,GLUCOSE,PC_ax_c	SI_ax_c,5,8,5,6,2,8,16305,16305,SAT,1,30/03/2026 05:34:41,30/03/2026 05:34:45
all,GLUCOSE,PC_ax_c	SI_ax_c,5,8,5,6,1,8,16305,16305,SAT,1,30/03/2026 05:34:41,30/03/2026 05:34:45
all,GLUCOSE,PC_ax_c	SI_ax_c,5,9,5,7,2,9,18368,18368,SAT,1,30/03/2026 05:34:41,30/03/2026 05:34:45
all,GLUCOSE,PC_ax_c	SI_ax_c,5,9,5,7,2,9,18368,18368,SAT,1,30/03/2026 05:34:41,30/03/2026 05:34:45
all,GLUCOSE,PC_ax_c	SI_ax_c,5,9,5,7,2,9,18368,18368,SAT,1,30/03/2026 05:34:41,30/03/2026 05:34:46
all,GLUCOSE,PC_ax_c	SI_ax_c,5,10,5,8,2,10,20431,20431,SAT,1,30/03/2026 05:34:41,30/03/2026 05:34:46
all,GLUCOSE,PC_ax_c	SI_ax_c,5,10,5,8,2,10,20431,20431,SAT,1,30/03/2026 05:34:41,30/03/2026 05:34:46
all,GLUCOSE,PC_ax_c	SI_ax_c,5,10,5,7,2,10,20431,20431,SAT,1,30/03/2026 05:34:41,30/03/2026 05:34:46
all,GLUCOSE,SI_ax_b	Ser_ax_b,5,3,5,9,1,11,11260,11260,SAT,1,30/03/2026 05:34:41,30/03/2026 05:34:46
all,GLUCOSE,SI_ax_b	Ser_ax_b,5,3,5,9,1,11,11260,11260,SAT,1,30/03/2026 05:34:41,30/03/2026 05:34:46
all,GLUCOSE,SI_ax_b	Ser_ax_b,5,3,5,10,1,11,11260,11260,SAT,1,30/03/2026 05:34:41,30/03/2026 05:34:46
all,GLUCOSE,SI_ax_b	Ser_ax_b,5,4,5,17,3,23,15095,15585,SAT,3,30/03/2026 05:34:41,30/03/2026 05:34:46
all,GLUCOSE,SI_ax_b	Ser_ax_b,5,4,5,17,3,23,15095,15585,SAT,3,30/03/2026 05:34:41,30/03/2026 05:34:46
all,GLUCOSE,SI_ax_b	Ser_ax_b,5,4,5,17,3,23,15095,15585,SAT,3,30/03/2026 05:34:41,30/03/2026 05:34:46
all,GLUCOSE,SI_ax_b	Ser_ax_b,5,5,5,26,1,27,20200,20200,SAT,1,30/03/2026 05:34:41,30/03/2026 05:34:46
all,GLUCOSE,SI_ax_b	Ser_ax_b,5,5,5,22,1,24,20200,20200,SAT,1,30/03/2026 05:34:41,30/03/2026 05:34:46
all,GLUCOSE,SI_ax_b	Ser_ax_b,5,5,5,23,1,25,20200,20200,SAT,1,30/03/2026 05:34:41,30/03/2026 05:34:46
all,GLUCOSE,SI_ax_b	Ser_ax_b,5,6,5,34,2,36,25855,25855,SAT,1,30/03/2026 05:34:41,30/03/2026 05:34:46
all,GLUCOSE,SI_ax_b	Ser_ax_b,5,6,5,34,2,36,25855,25855,SAT,1,30/03/2026 05:34:41,30/03/2026 05:34:46
all,GLUCOSE,SI_ax_b	Ser_ax_b,5,6,5,34,2,36,25855,25855,SAT,1,30/03/2026 05:34:41,30/03/2026 05:34:46
all,GLUCOSE,SI_ax_b	Ser_ax_b,5,7,5,47,2,49,32060,32060,SAT,1,30/03/2026 05:34:41,30/03/2026 05:34:46
all,GLUCOSE,SI_ax_b	Ser_ax_b,5,7,5,47,4,52,32060,32060,SAT,1,30/03/2026 05:34:41,30/03/2026 05:34:46
all,GLUCOSE,SI_ax_b	Ser_ax_b,5,7,5,47,2,49,32060,32060,SAT,1,30/03/2026 05:34:41,30/03/2026 05:34:46
all,GLUCOSE,SI_ax_b	Ser_ax_b,5,8,5,49,2,52,38815,38815,SAT,1,30/03/2026 05:34:41,30/03/2026 05:34:46
all,GLUCOSE,SI_ax_b	Ser_ax_b,5,8,5,52,2,54,38815,38815,SAT,1,30/03/2026 05:34:41,30/03/2026 05:34:46
all,GLUCOSE,SI_ax_b	Ser_ax_b,5,8,5,55,4,60,38815,38815,SAT,1,30/03/2026 05:34:41,30/03/2026 05:34:46
all,GLUCOSE,SI_ax_b	Ser_ax_b,5,9,5,68,4,73,46130,46130,SAT,1,30/03/2026 05:34:41,30/03/2026 05:34:46
all,GLUCOSE,SI_ax_b	Ser_ax_b,5,9,5,66,2,68,46130,46130,SAT,1,30/03/2026 05:34:41,30/03/2026 05:34:46
all,GLUCOSE,SI_ax_b	Ser_ax_b,5,9,5,71,2,73,46130,46130,SAT,1,30/03/2026 05:34:41,30/03/2026 05:34:46
all,GLUCOSE,SI_ax_b	Ser_ax_b,5,10,5,94,2,97,53986,53986,SAT,1,30/03/2026 05:34:41,30/03/2026 05:34:46
all,GLUCOSE,SI_ax_b	Ser_ax_b,5,10,5,84,2,87,53986,53986,SAT,1,30/03/2026 05:34:41,30/03/2026 05:34:47
all,GLUCOSE,SI_ax_b	Ser_ax_b,5,10,5,77,2,79,53986,53986,SAT,1,30/03/2026 05:34:41,30/03/2026 05:34:47
all,GLUCOSE,SI_ax_c	Ser_ax_c,5,3,5,2,1,3,7081,7081,SAT,1,30/03/2026 05:34:41,30/03/2026 05:34:47
all,GLUCOSE,SI_ax_c	Ser_ax_c,5,3,5,2,1,3,7081,7081,SAT,1,30/03/2026 05:34:41,30/03/2026 05:34:47
all,GLUCOSE,SI_ax_c	Ser_ax_c,5,3,5,2,1,3,7081,7081,SAT,1,30/03/2026 05:34:41,30/03/2026 05:34:47
all,GLUCOSE,SI_ax_c	Ser_ax_c,5,4,5,3,4,10,8424,11244,SAT,4,30/03/2026 05:34:41,30/03/2026 05:34:47
all,GLUCOSE,SI_ax_c	Ser_ax_c,5,4,5,3,4,11,8424,11244,SAT,4,30/03/2026 05:34:41,30/03/2026 05:34:47
all,GLUCOSE,SI_ax_c	Ser_ax_c,5,4,5,3,4,11,8424,11244,SAT,4,30/03/2026 05:34:41,30/03/2026 05:34:47
all,GLUCOSE,SI_ax_c	Ser_ax_c,5,5,5,4,4,12,10487,14009,SAT,4,30/03/2026 05:34:41,30/03/2026 05:34:47
all,GLUCOSE,SI_ax_c	Ser_ax_c,5,5,5,4,4,12,10487,14009,SAT,4,30/03/2026 05:34:41,30/03/2026 05:34:47
all,GLUCOSE,SI_ax_c	Ser_ax_c,5,5,5,4,4,11,10487,14009,SAT,4,30/03/2026 05:34:41,30/03/2026 05:34:47
all,GLUCOSE,SI_ax_c	Ser_ax_c,5,6,5,4,2,8,12550,14520,SAT,2,30/03/2026 05:34:41,30/03/2026 05:34:47
all,GLUCOSE,SI_ax_c	Ser_ax_c,5,6,5,4,2,8,12550,14520,SAT,2,30/03/2026 05:34:41,30/03/2026 05:34:47
all,GLUCOSE,SI_ax_c	Ser_ax_c,5,6,5,4,2,8,12550,14520,SAT,2,30/03/2026 05:34:41,30/03/2026 05:34:47
all,GLUCOSE,SI_ax_c	Ser_ax_c,5,7,5,8,2,11,14613,16911,SAT,2,30/03/2026 05:34:41,30/03/2026 05:34:47
all,GLUCOSE,SI_ax_c	Ser_ax_c,5,7,5,6,2,9,14613,16911,SAT,2,30/03/2026 05:34:41,30/03/2026 05:34:47
